Name,Type,Version,Date Appear,Author,Solve Date
Use normal slash in #include,Uncategorized,4.10.0,2023-12-29 08:55:32+00:00,georgthegreat,2023-12-29 13:26:44+00:00
Cannot build previously working code that using universal intrinsics (NEON),question (invalid tracker),Not specified,2023-12-29 05:43:19+00:00,pzoltowski,2024-01-19 11:36:49+00:00
imgcodecs: suppress warning at test_avif.cpp,test,4.10.0,2023-12-29 04:02:46+00:00,Kumataro,2023-12-29 13:27:41+00:00
imgcodecs: compile warning at test-avif.cpp,bug,Not specified,2023-12-29 03:30:30+00:00,Kumataro,2023-12-29 13:27:42+00:00
Fix avif version detection,category: build/install,4.10.0,2023-12-28 16:20:26+00:00,FantasqueX,2023-12-29 13:27:59+00:00
Cannot build opencv 4.9 with test module,bug,4.10.0,2023-12-28 14:46:00+00:00,LaurentBerger,2024-01-09 13:00:49+00:00
Fixed typo in Android build scripts.,category: build/install,4.10.0,2023-12-28 13:42:41+00:00,asmorkalov,2024-01-09 17:05:55+00:00
Remove exception for NaryEltwise,category: dnn,4.10.0,2023-12-27 16:55:10+00:00,Abdurrahheem,2024-01-18 12:10:42+00:00
Release 4.9.0.,Uncategorized,Not specified,2023-12-27 16:48:48+00:00,asmorkalov,2023-12-27 18:01:25+00:00
Changed onnx weights of yolov7,category: dnn,Not specified,2023-12-27 16:19:54+00:00,Abdurrahheem,2024-01-06 18:34:45+00:00
Add zlib-ng as an alternative zlib implementation,optimization,4.10.0,2023-12-27 15:28:58+00:00,FantasqueX,2024-05-03 07:55:25+00:00
Remove deprecated CMake variable,category: build/install,4.10.0,2023-12-27 14:31:59+00:00,FantasqueX,2024-01-09 10:58:59+00:00
Radial Distortion Model is Inaccurate for cv2.projectPoints,category: calib3d,4.10.0,2023-12-27 14:16:01+00:00,agudym,2024-05-21 08:42:09+00:00
Fix bug in ChessBoardDetector::findQuadNeighbors,bug,4.10.0,2023-12-27 12:08:10+00:00,MaximSmolskiy,2024-02-06 12:16:12+00:00
Reworked camera stream check to exclude non-video formats,category: videoio,4.9.0,2023-12-27 11:33:42+00:00,asmorkalov,2023-12-27 16:43:17+00:00
add support for Bazel compilation,duplicate,Not specified,2023-12-27 03:53:35+00:00,the-code-samurai-97,2023-12-27 05:19:53+00:00
docs: exclude bindings utils,category: documentation,4.9.0,2023-12-26 22:58:52+00:00,opencv-alalek,2023-12-27 08:25:01+00:00
build: disable Python2 detection by default,category: python bindings,4.9.0,2023-12-26 21:21:11+00:00,opencv-alalek,2023-12-27 06:36:49+00:00
VideoCapture in CAP_PROP_FORMAT -1 (RAW): report CAP_PROP_POS_MSEC (PTS) or reorder packets into logical order,bug,4.10.0,2023-12-26 17:18:36+00:00,crackwitz,2024-01-09 11:14:47+00:00
python: accept path-like objects wherever file names are expected,feature,4.10.0,2023-12-26 14:14:34+00:00,tailsu,2024-01-12 13:23:06+00:00
Remove deprecated CMake variable,category: build/install,4.9.0,2023-12-26 10:29:50+00:00,FantasqueX,2023-12-26 13:36:20+00:00
Improve quadrangles neighbors finding to better find chessboards corners,category: calib3d,Not specified,2023-12-25 21:37:09+00:00,MaximSmolskiy,2024-04-17 10:02:02+00:00
Added exception warning to calibrateCamera description.,category: documentation,4.9.0,2023-12-25 16:00:22+00:00,asmorkalov,2023-12-26 10:27:57+00:00
Vulkan backend for NaryEltwiseLayer in DNN module,optimization,4.10.0,2023-12-25 14:14:09+00:00,Haosonn,2024-01-29 15:41:50+00:00
ffmpeg/4.x: update FFmpeg wrapper 2023.12,category: videoio,4.9.0,2023-12-25 13:57:13+00:00,opencv-alalek,2023-12-25 17:55:41+00:00
pre: OpenCV 4.9.0 (version++),Uncategorized,4.9.0,2023-12-25 10:21:13+00:00,asmorkalov,2023-12-25 13:04:54+00:00
dnn onnx: add mod,feature,4.10.0,2023-12-25 10:13:38+00:00,fengyuentau,2024-01-09 16:00:18+00:00
Document read-only check in Python bindings,category: python bindings,4.9.0,2023-12-25 09:48:44+00:00,asmorkalov,2023-12-26 14:37:40+00:00
"dnn(test): skip very long debug tests, reduce test time",test,4.9.0,2023-12-25 08:30:32+00:00,opencv-alalek,2023-12-25 09:31:36+00:00
dnn(test): skip tests on 32-bit Windows,test,4.9.0,2023-12-25 03:07:20+00:00,opencv-alalek,2023-12-25 08:27:34+00:00
Improve contours approximations in ChessBoardDetector::generateQuads,category: calib3d,Not specified,2023-12-25 01:03:16+00:00,MaximSmolskiy,2024-03-05 06:47:29+00:00
Replace deprecated symbol with AVVideoCodecTypeH264 deprecated since ios11,platform: ios/osx,Not specified,2023-12-24 18:45:01+00:00,jubinchheda,2023-12-25 10:31:12+00:00
Fix QR code black/white balance computation,bug,4.10.0,2023-12-24 16:22:39+00:00,akretz,2024-02-13 14:01:31+00:00
Fix typos in imgproc/src/contours.cpp,category: documentation,4.9.0,2023-12-22 19:03:55+00:00,MaximSmolskiy,2023-12-24 08:40:12+00:00
Refine logic of parsing PNG version,category: build/install,4.9.0,2023-12-22 16:22:31+00:00,FantasqueX,2023-12-25 08:59:06+00:00
dnn onnx: support constaint inputs in einsum importer,bug,4.9.0,2023-12-22 15:46:17+00:00,fengyuentau,2023-12-25 11:42:05+00:00
Enable Android AAR package build with SDK project itself without Python,category: build/install,4.9.0,2023-12-22 13:25:49+00:00,asmorkalov,2023-12-25 17:38:47+00:00
[CUDA] Hotfix Scale with 1 parameter,bug,4.9.0,2023-12-22 12:45:34+00:00,dkurt,2023-12-22 13:52:50+00:00
Update applyColorMap document,category: documentation,4.10.0,2023-12-22 12:30:45+00:00,YusukeKameda,2024-01-18 12:06:36+00:00
Fix OpenJPEG version in cmake scripts,category: build/install,4.9.0,2023-12-22 12:20:07+00:00,FantasqueX,2023-12-22 13:51:45+00:00
Increate Vit_b test threshold a bit for CUDA FP16.,test,4.9.0,2023-12-22 10:39:14+00:00,asmorkalov,2023-12-22 14:04:46+00:00
"Test Core_Arith_Regression24163, test_for_ties_to_even fails on RISC-V",bug,4.10.0,2023-12-22 10:32:30+00:00,asmorkalov,2024-05-21 11:11:14+00:00
cmake: brush up the cmake part of merging option,category: build/install,4.10.0,2023-12-22 10:16:17+00:00,tomoaki0705,2024-01-10 14:48:01+00:00
added URL to understand CUDA options,category: documentation,4.9.0,2023-12-22 07:12:43+00:00,chacha21,2023-12-22 11:08:14+00:00
import cv2 causes DLL load failed while importing cv2 due to missing pcre2,question (invalid tracker),Not specified,2023-12-22 06:39:29+00:00,Etienne66,2023-12-22 20:19:11+00:00
adaptiveThreshold is not covered with accuracy tests,test,4.10.0,2023-12-22 04:57:22+00:00,asmorkalov,2024-04-11 06:15:59+00:00
Fix zlib version parse,category: build/install,4.9.0,2023-12-21 17:21:52+00:00,FantasqueX,2023-12-22 11:56:43+00:00
ocl: fix kernels compilation,category: imgproc,4.9.0,2023-12-21 14:39:16+00:00,opencv-alalek,2023-12-22 06:20:47+00:00
[CMAKE] CUDA virtual architectures support ?,feature,Not specified,2023-12-21 14:03:04+00:00,chacha21,2023-12-23 12:34:18+00:00
Build Javadoc and source package together with AAR,category: build/install,4.9.0,2023-12-21 13:59:44+00:00,asmorkalov,2023-12-21 18:12:47+00:00
dnn(test): tune FP16 test tolerance,test,4.9.0,2023-12-21 13:41:39+00:00,opencv-alalek,2023-12-21 14:58:33+00:00
dnn(ocl): don't try KERNEL_TYPE_GEMM_LIKE with kernel_w > 16,bug,4.9.0,2023-12-21 13:32:44+00:00,opencv-alalek,2023-12-21 17:01:02+00:00
"DNN: failed Test_ONNX_nets.ViT_B_32/1, where GetParam() = OCV/OCL_FP16",test,4.9.0,2023-12-21 10:54:12+00:00,opencv-alalek,2023-12-21 14:58:34+00:00
DNN: broken compilation of OpenCL kernel dnn/conv_layer_spatial,bug,4.9.0,2023-12-21 10:51:51+00:00,opencv-alalek,2023-12-21 17:01:03+00:00
Unify build.gradle generation for Android projects,category: build/install,4.10.0,2023-12-21 10:33:26+00:00,AleksandrPanov,2024-02-28 08:22:48+00:00
Do not install removed toolchain file for Android.,category: build/install,4.9.0,2023-12-21 07:41:10+00:00,asmorkalov,2023-12-21 09:43:43+00:00
OCL: fix incompatibility with Mali ruintime,category: build/install,4.9.0,2023-12-20 21:33:09+00:00,mshabunin,2023-12-21 08:17:38+00:00
Error: Unspecified error Node [Pad@ai.onnx]:(onnx_node!/blocks.19/Pad) parse error,bug,4.10.0,2023-12-20 19:47:15+00:00,LaurentBerger,2024-04-19 13:11:25+00:00
samples: add Python 3.12,category: python bindings,4.9.0,2023-12-20 19:34:25+00:00,opencv-alalek,2023-12-21 07:42:15+00:00
Features to the GUI under QT,feature,Not specified,2023-12-20 17:03:50+00:00,thewoz,2024-01-23 13:34:31+00:00
Non-descriptive error message when compiling from source on Ubuntu,duplicate,Not specified,2023-12-20 16:38:23+00:00,matt-sd-watson,2023-12-21 18:30:28+00:00
Rename COLOR_BGR2RGB to SWAP_FIRST_AND_LAST_CHANNEL,wontfix,Not specified,2023-12-20 16:10:55+00:00,Kaju-Bubanja,2023-12-20 18:20:35+00:00
build: suppress warning ARM64 + Visual Studio build,category: build/install,4.10.0,2023-12-20 13:07:43+00:00,tomoaki0705,2024-03-04 06:55:13+00:00
Drop old Android toolchain file,category: build/install,4.9.0,2023-12-20 12:21:57+00:00,asmorkalov,2023-12-20 13:52:05+00:00
 Concat operator fusion leads to inconsistent inference results between CPU and GPU.,bug,4.10.0,2023-12-19 13:38:05+00:00,zhaoning999,2024-01-11 07:04:49+00:00
Link libacl_dvpp_mpi library when building with CANN backend,category: build/install,Not specified,2023-12-19 11:38:01+00:00,MengqingCao,2024-01-02 08:34:03+00:00
Add support for external libspng.,category: build/install,4.9.0,2023-12-19 09:18:04+00:00,asmorkalov,2023-12-20 10:05:10+00:00
Update 3rdparty zlib to 1.3,category: 3rdparty,4.9.0,2023-12-19 06:55:10+00:00,FantasqueX,2023-12-19 13:02:38+00:00
SPNG integration warning fixes on Windows,category: build/install,4.9.0,2023-12-19 06:40:19+00:00,asmorkalov,2023-12-20 10:35:00+00:00
Update android opencl sample,category: documentation,4.9.0,2023-12-18 22:00:11+00:00,AleksandrPanov,2023-12-20 13:23:01+00:00
error: (-215:Assertion failed) (bool)layer in function 'cv::dnn::dnn4_v20230620::runLayer',bug,Not specified,2023-12-18 16:59:52+00:00,LaurentBerger,2023-12-18 21:59:38+00:00
Improve icvSmoothHistogram256,bug,4.9.0,2023-12-18 14:00:07+00:00,MaximSmolskiy,2023-12-19 15:39:34+00:00
Fix contradiction on Mat dims >= 2,Uncategorized,Not specified,2023-12-18 09:19:42+00:00,nh2,2024-02-20 15:56:04+00:00
OpenCV for Raspberry PI ,duplicate,Not specified,2023-12-18 08:50:09+00:00,Safa1902,2024-01-13 10:02:45+00:00
Do not dilate binary images on first iteration in findChessboardCorners,category: calib3d,4.10.0,2023-12-17 22:29:42+00:00,MaximSmolskiy,2024-02-12 12:40:02+00:00
try to enable Winograd by default in FP32 mode and disable it by default in FP16 mode,optimization,4.9.0,2023-12-17 19:25:12+00:00,vpisarev,2023-12-22 06:22:32+00:00
OpenCV: FFMPEG: tag 0x30397076/'vp90' is not supported with codec id 167 and format 'webm / WebM',bug,Not specified,2023-12-17 16:14:56+00:00,ingale726,2024-01-30 06:20:09+00:00
3rdparty: update libtiff URLs,category: documentation,4.9.0,2023-12-16 01:25:10+00:00,Kumataro,2023-12-17 17:01:32+00:00
3rdparty: fix libtiff URL in opencv source code(again),bug,4.9.0,2023-12-16 01:18:58+00:00,Kumataro,2023-12-17 17:01:33+00:00
Fixed support of mean/scale preprocessing in OV backend for non-real types,category: g-api / gapi,4.10.0,2023-12-15 16:33:31+00:00,AsyaPronina,2024-02-12 07:43:35+00:00
Arithmetic operations on CV_16F matrices leads to UB,bug,4.10.0,2023-12-15 15:03:37+00:00,asmorkalov,2024-05-17 07:48:49+00:00
Empty vectors before filling them in ChessBoardDetector::processQuads,category: calib3d,4.9.0,2023-12-15 13:50:29+00:00,vrabaud,2023-12-18 13:18:43+00:00
Fix typo,category: imgproc,4.9.0,2023-12-15 01:27:59+00:00,dodo920306,2023-12-15 11:48:52+00:00
Android Tutorial for Windows Updated,category: documentation,4.9.0,2023-12-15 00:54:49+00:00,savuor,2023-12-15 15:07:07+00:00
Enable Android AAR package build with SDK project itself without Python scripts,category: build/install,4.9.0,2023-12-14 15:42:36+00:00,asmorkalov,2023-12-21 13:58:44+00:00
build: prepare to build for ARM64 on Windows with Visual Studio,optimization,4.9.0,2023-12-14 14:03:38+00:00,tomoaki0705,2023-12-19 10:19:55+00:00
ERROR input shape not found in function 'cv::dnn::dnn4_v20230620::ONNXImporter::parseEinsum',bug,4.9.0,2023-12-13 16:23:34+00:00,LaurentBerger,2023-12-25 11:42:06+00:00
doc: use python3-minimal instead of python3-dev,category: documentation,4.9.0,2023-12-13 15:34:42+00:00,Kumataro,2023-12-13 20:56:07+00:00
doc: `python3-dev` might conflict with `libpython3-dev:aarch64`,category: documentation,4.9.0,2023-12-13 13:07:37+00:00,Kumataro,2023-12-13 20:56:08+00:00
dnn: refactor ONNX MatMul with fastGemm,optimization,4.9.0,2023-12-13 06:00:05+00:00,fengyuentau,2023-12-19 16:36:41+00:00
Fix homepage of libspng,category: documentation,4.9.0,2023-12-13 03:54:12+00:00,FantasqueX,2023-12-13 12:22:29+00:00
Android camera tutorial update,category: documentation,4.9.0,2023-12-13 00:46:13+00:00,savuor,2023-12-13 11:37:23+00:00
Update 3rdparty libspng to 0.7.4,category: 3rdparty,4.9.0,2023-12-12 15:15:35+00:00,FantasqueX,2023-12-15 14:53:43+00:00
OpenCV is not able to find/configure CUDA SDK,bug,Not specified,2023-12-12 14:24:20+00:00,davesworking,2023-12-18 12:25:19+00:00
fix build.gradle,bug,4.9.0,2023-12-11 23:59:04+00:00,AleksandrPanov,2023-12-12 06:11:22+00:00
cornerSubPix changed behavior in OpenCV 4.9.0,bug,4.9.0,2023-12-11 15:30:43+00:00,vrabaud,2023-12-15 07:58:11+00:00
Support using system libspng,feature,4.9.0,2023-12-11 08:34:12+00:00,FantasqueX,2023-12-20 10:05:11+00:00
Fixed armv8 compilation warnings,category: build/install,4.9.0,2023-12-11 07:19:51+00:00,WanliZhong,2023-12-12 12:38:08+00:00
Update Android mobilenet tutorial,category: documentation,4.9.0,2023-12-10 23:48:18+00:00,AleksandrPanov,2023-12-12 13:17:20+00:00
QRCodeDetector finds only 3 out of 4 QR codes,bug,Not specified,2023-12-10 22:02:27+00:00,yannickModulo,2024-02-13 14:01:18+00:00
Update RISC V wiki due to swear word,category: documentation,Not specified,2023-12-10 18:28:17+00:00,sbudenkov,2023-12-11 09:38:28+00:00
"In CV_TRY_AVX2 scope, AVX implementation was called",bug,4.10.0,2023-12-10 14:06:08+00:00,atinfinity,2024-01-16 06:14:33+00:00
Fix for Floating point exception when qrcode.detect,bug,4.9.0,2023-12-09 15:03:53+00:00,sarthak-prasad,2023-12-15 17:02:02+00:00
build: reenable fp16 compile in old compiler (armv7),bug,4.9.0,2023-12-09 01:35:21+00:00,tomoaki0705,2023-12-09 12:57:42+00:00
Replace Slice optional inputs removal to adjustment,bug,4.9.0,2023-12-08 20:30:40+00:00,dkurt,2023-12-10 16:37:55+00:00
Yolox ONNX graph parsing error,bug,4.9.0,2023-12-08 16:52:02+00:00,Abdurrahheem,2023-12-10 16:37:56+00:00
OpenCV build fails when tring to build with Cuda 12.x,question (invalid tracker),Not specified,2023-12-08 10:49:10+00:00,HetDaftary,2024-01-11 05:30:49+00:00
Get code to compile without DNN,bug,4.9.0,2023-12-08 09:55:40+00:00,vrabaud,2023-12-08 11:38:04+00:00
Fix mismatch and simplify code in ChessBoardDetector::findQuadNeighbors,category: calib3d,4.9.0,2023-12-08 09:51:03+00:00,MaximSmolskiy,2023-12-24 08:45:20+00:00
add support Orbbec Gemini2 and Gemini2 XL camera,category: videoio(camera),4.9.0,2023-12-08 06:30:36+00:00,zzuliys,2023-12-19 15:34:21+00:00
cmake: use /INCREMENTAL:NO with MSVS 2015,category: build/install,4.9.0,2023-12-08 06:15:08+00:00,opencv-alalek,2023-12-08 11:39:17+00:00
build: fix warning in Clang 10,category: build/install,4.9.0,2023-12-07 21:25:53+00:00,tomoaki0705,2023-12-08 11:39:07+00:00
Added experimental NativeCameraView class for Android 24+.,category: samples,4.9.0,2023-12-07 09:59:27+00:00,asmorkalov,2023-12-11 13:40:58+00:00
[macOS] Apple is deprecating CLAPACK interface since macOS 13.3,category: build/install,4.10.0,2023-12-07 09:09:54+00:00,fengyuentau,2024-05-21 13:58:17+00:00
Fix bug in ChessBoardDetector::cleanFoundConnectedQuads,bug,4.9.0,2023-12-06 19:49:55+00:00,MaximSmolskiy,2023-12-19 13:05:30+00:00
G-API: Get input model layout from the IR if possible in OV 2.0 backend,category: g-api / gapi,4.9.0,2023-12-06 14:53:10+00:00,smirnov-alexey,2023-12-13 15:40:08+00:00
"Added warning, if FFmpeg pipeline was interrupted by timeout",category: videoio,4.9.0,2023-12-06 10:30:37+00:00,asmorkalov,2023-12-08 07:30:42+00:00
dnn onnx graph simplifier: handle optional inputs of Slice,category: dnn,4.9.0,2023-12-06 03:12:19+00:00,fengyuentau,2023-12-06 10:43:55+00:00
VideoCapture::grab() is slow in cpp,question (invalid tracker),Not specified,2023-12-06 02:13:10+00:00,yangyagami,2023-12-11 08:26:11+00:00
Android Studio tutorials rewritten,category: documentation,4.9.0,2023-12-06 01:45:59+00:00,savuor,2023-12-12 14:10:12+00:00
OpenCV.AI notification.,category: documentation,Not specified,2023-12-05 17:24:03+00:00,asmorkalov,2023-12-05 19:25:49+00:00
Report resolution together with FPS in JavaCamera2View,category: samples,4.9.0,2023-12-05 15:47:13+00:00,asmorkalov,2023-12-05 18:45:26+00:00
Refactor JavaCamera2View to add option to override Camera2 session request options,feature,4.9.0,2023-12-05 13:14:13+00:00,asmorkalov,2023-12-06 14:33:32+00:00
Fix stereoRectify image boundaries again.,bug,4.9.0,2023-12-05 12:37:11+00:00,vrabaud,2023-12-06 08:52:07+00:00
dnn cuda: support Sub,feature,4.9.0,2023-12-05 03:13:42+00:00,fengyuentau,2023-12-06 10:46:25+00:00
Conflict between OpenCV's local parameters and OpenCL's macro definitions,bug,Not specified,2023-12-05 03:03:04+00:00,Wunyje,2023-12-05 07:40:09+00:00
Opencv__,invalid,Not specified,2023-12-04 19:46:27+00:00,hossamhba,2023-12-04 19:46:39+00:00
Problem about Doxygen @tableofcontents,category: documentation,Not specified,2023-12-04 19:44:30+00:00,dkurt,2024-03-05 13:19:47+00:00
build: merge multiple features specified at once,category: build/install,4.9.0,2023-12-04 13:37:37+00:00,tomoaki0705,2023-12-18 16:57:19+00:00
Drop Adnroid.mk and Application.mk in samples as they are not used with Gradle,platform: android,4.9.0,2023-12-04 13:07:57+00:00,asmorkalov,2023-12-05 11:13:29+00:00
Removed info lib handling in OpenCV initialization on Android,platform: android,4.9.0,2023-12-04 12:03:12+00:00,asmorkalov,2023-12-08 05:57:39+00:00
Refreshed OpenCL sample for Android,category: samples,4.9.0,2023-12-04 08:44:19+00:00,asmorkalov,2023-12-05 15:51:34+00:00
This should help: https://github.com/opencv/opencv/pull/22919,Uncategorized,Not specified,2023-12-04 04:17:24+00:00,swathyy,2023-12-04 07:14:38+00:00
"Using Yolov8 onnx model for target detection throughC++ and  OPENCV-CUDA version (GPU) can't not get the right result,all results is 0 0 0 0,",bug,4.10.0,2023-12-04 02:06:39+00:00,CV-AI-WORLD,2024-01-11 07:04:49+00:00
The AVVideoCodecJPEG symbol was deprecated in iOS 11.0. We may want to use AVVideoCodecTypeJPEG instead,platform: ios/osx,4.9.0,2023-12-03 11:55:23+00:00,jubinchheda,2023-12-10 18:01:34+00:00
FindChessboardCorners is consistently 0.5 pixels off in the x and y directions,bug,Not specified,2023-12-02 21:09:46+00:00,thedigitalzorn,2024-01-01 19:28:17+00:00
Problem with cv::imread() in windows vs,bug,Not specified,2023-12-02 15:02:03+00:00,Goddarkness,2023-12-14 07:55:55+00:00
Floating point division by zero exception,bug,Not specified,2023-12-02 05:28:10+00:00,songshuang8,2023-12-02 06:16:41+00:00
