Name,Type,Version,Date Appear
"(5.0) build: libopencv_* -> libopencv5_*, update SOVERSION",category: build/install,5.0,2022-01-04 14:17:55+00:00
The DNN module is missing some layers,feature,Not specified,2021-12-30 07:38:04+00:00
OpenCV 4.5.5: No module named cv2 - wrong Python 3 install path on Raspberry Pi OS Bullseye,bug,4.11.0,2021-12-28 18:55:12+00:00
Node [Div] parse error: Different shapes case is not supported with constant inputs: Div in function 'parseMul',feature,Not specified,2021-12-28 12:01:40+00:00
"""make install"": the build starts all over again",category: build/install,Not specified,2021-12-28 06:28:14+00:00
cv::cudacodec::createVideoReader and cv::VideoCapture produce different video frames,priority: low,Not specified,2021-12-24 10:24:52+00:00
Make cv::VideoCapture::get return -1 for unsupported properties.,RFC,5.0,2021-12-24 01:15:55+00:00
OpenEXR vulnerabilities,category: vulnerability,Not specified,2021-12-23 08:48:54+00:00
`LineIterator` poorly supported in bindings,feature,Not specified,2021-12-21 22:30:43+00:00
TBB not added to link line with Cmake and find_package( OpenCV),priority: low,Not specified,2021-12-21 16:14:50+00:00
Node [Conv]:(res) parse error  Number of input channels should be multiple of 6 but got 0?,bug,4.11.0,2021-12-20 06:37:51+00:00
Request for addition of Python wrapper for function cv2::evaluateFeatureDetector() and cv2::computeRecallPrecisionCurve() in the evaluate.cpp script,feature,Not specified,2021-12-20 03:29:53+00:00
Some action recognition models cannot be run ,feature,Not specified,2021-12-16 09:02:53+00:00
Node [ConstantOfShape]:(13) parse error?,category: dnn,4.11.0,2021-12-07 09:27:40+00:00
[iOS]VideoCapture resolution not settable with iOS,feature,Not specified,2021-12-05 14:34:55+00:00
SIFT detectAndCompute crashes without error when run on a large (4000x3000) input image,duplicate,Not specified,2021-12-03 20:23:02+00:00
A formula of official documentation and source code are different,question (invalid tracker),Not specified,2021-12-03 08:15:09+00:00
" ""Segmentation fault signal terminated program cc1plus"" when make opencv lib on NX with cuda",category: build/install,Not specified,2021-12-02 18:38:25+00:00
Task: split cv2.cpp compilation,feature,4.11.0,2021-12-02 12:57:19+00:00
Documentation for OPENCV_FFMPEG_WRITER_OPTIONS and OPENCV_FFMPEG_CAPTURE_OPTIONS,Uncategorized,Not specified,2021-11-30 09:04:24+00:00
OS X (M1) - EVENT_MOUSEMOVE  firing at reduced frequency on trackpad only while click-and-dragging,bug,Not specified,2021-11-28 15:32:21+00:00
UMat: support processing of ND arrays,optimization,Not specified,2021-11-27 08:47:10+00:00
Feature idea: camera calibration wizard,feature,5.0,2021-11-26 15:48:03+00:00
ARM SVE enablement,optimization,Not specified,2021-11-25 20:36:07+00:00
Python: sporadic failures of `get_cache_dir_test`,bug,4.11.0,2021-11-25 11:11:38+00:00
Task: support C++20,feature,Not specified,2021-11-24 20:31:23+00:00
cv::cuda::remap is not threadsafe,bug,Not specified,2021-11-19 02:44:44+00:00
ONNX conformance test results,bug,5.0,2021-11-18 13:42:04+00:00
JavaScript: CV_OUT reference parameters are not handled properly,bug,Not specified,2021-11-17 02:46:34+00:00
Story: support for oneAPI compilers,category: build/install,Not specified,2021-11-17 00:12:56+00:00
warpAffine/warpPerspective don't do a proper INTER_AREA,category: imgproc,Not specified,2021-11-15 16:04:31+00:00
Call .create() during copyTo for an empty matrix.,RFC,Not specified,2021-11-15 14:12:04+00:00
DisType enumeration type is not exposed in Python API,category: python bindings,Not specified,2021-11-15 02:27:34+00:00
No Python signature in docs of createTrackbar,feature,Not specified,2021-11-14 20:12:44+00:00
Broken Epipolar Geometry and Ruined Fundamental Matrix,bug,Not specified,2021-11-14 18:24:48+00:00
div: inconsistent div-by-zero behavior,category: core,Not specified,2021-11-12 00:11:19+00:00
"cuda::remap never stops in case of overflow and params INTER_CUBIC, BORDER_REPLICATE",bug,Not specified,2021-11-11 15:43:58+00:00
cv::rectangle with very large cv::Rect triggers undefined behavior sanitizer,RFC,Not specified,2021-11-10 16:19:22+00:00
Completely incorrect inference from model read from ONNX file despite working with onnxruntime,bug,Not specified,2021-11-09 22:06:28+00:00
Stitcher.stitch() fails with error 1,category: stitching,Not specified,2021-11-04 15:12:58+00:00
PyCharm cannot find cv2 references with the most recent version,category: python bindings,Not specified,2021-11-03 10:41:48+00:00
putText antialiasing doesn't work with float images,feature,Not specified,2021-11-03 10:17:52+00:00
cmake: fix opencv_java location in case of Win32 Ninja builds,bug,Not specified,2021-11-02 21:16:52+00:00
Edge case in resize.cpp (support 8S / 32S),feature,Not specified,2021-11-02 19:51:59+00:00
opencv_js.config.py doesn't work,category: javascript (js),Not specified,2021-11-02 12:39:52+00:00
"DNN ONNX backend - Slower model when weights are close to 0, trained with Adam Optimizer (Pytorch)",RFC,Not specified,2021-11-01 13:14:36+00:00
Segmentation Fault (Core Dumped) when accessing descriptors attribute of cv2.detail_ImageFeatures(),bug,4.11.0,2021-10-30 10:29:10+00:00
"Singular Value Decomposition (cv::SVD::compute(A, w, u, vt)) may generate incorrect calculated left singular vectors(u).",category: core,Not specified,2021-10-29 15:51:55+00:00
restructuring CUDA backend to use its own computational graph and manage memory,RFC,5.0,2021-10-28 16:41:45+00:00
Remap large images support,test,Not specified,2021-10-26 17:21:35+00:00
DNN(Int8): error messages from Quantized tests,bug,Not specified,2021-10-20 06:47:06+00:00
Input layer not found in function 'cv::dnn::dnn4_v20210608::`anonymous-namespace'::TFImporter::connect',incomplete,Not specified,2021-10-19 14:35:55+00:00
Add Reference/Citation for DpSeamFinder,category: documentation,Not specified,2021-10-19 12:20:36+00:00
cv::MatConstIterator performance low,optimization,Not specified,2021-10-17 18:25:32+00:00
[proposal] Refactoring for FaceDetectorYN/FaceRecgnizer,category: objdetect,Not specified,2021-10-14 05:44:20+00:00
Feature request: customizable InputArray,category: core,5.0,2021-10-13 16:23:25+00:00
FaceDetectorYN return NoneType object when not detected faces,bug,5.0,2021-10-13 02:00:09+00:00
UMat support for cv::bilateralFilter with float32,optimization,Not specified,2021-10-11 08:22:26+00:00
highgui GTK2 with OpenGL broken in master,bug,4.11.0,2021-10-09 07:59:46+00:00
ocl4dnn convolution - division by zero,bug,Not specified,2021-10-07 13:03:51+00:00
highgui Qt backend waitKey(0) does not return after all windows closed,bug,Not specified,2021-10-06 18:36:31+00:00
OpenCVDetectPython.cmake cannot find correct python libs in venv,feature,5.0,2021-09-30 21:50:29+00:00
"`Mat::getUMat()` moves data, therefore invalidating pointers within OpenCL SVM data",category: core,Not specified,2021-09-30 15:31:28+00:00
function for compositing two images that is aware of alpha-channel,feature,Not specified,2021-09-30 14:34:59+00:00
Extension of denoising algorithm to 32bits,feature,Not specified,2021-09-30 13:22:40+00:00
Fixed result clip in template matching with normed sqdiff.,bug,Not specified,2021-09-29 09:08:52+00:00
"text detection sample program occurs error, because VGG_CTC.onnx requires float16 input data",feature,Not specified,2021-09-24 07:51:48+00:00
opencv_test_cudaoptflow unit test item fails,category: gpu/cuda (contrib),Not specified,2021-09-20 19:43:13+00:00
Bug in UIImageToMat when dealing with PNG files,platform: ios/osx,Not specified,2021-09-20 07:59:24+00:00
Android arm build has large file size after upgrading to macOS Big Sur,category: build/install,Not specified,2021-09-19 16:06:31+00:00
the speed of converting data from UMat to Mat is much slower than Mat to Umat,bug,Not specified,2021-09-13 08:04:20+00:00
Movenet model of onnx cannot read by opencv dnn,feature,Not specified,2021-09-09 07:11:17+00:00
Python opencv net.forwardAsync doesn't return all output layers,category: dnn,Not specified,2021-09-07 20:31:53+00:00
OpenCV dnn sample fails,question (invalid tracker),Not specified,2021-08-26 11:17:34+00:00
Upgrade OpenEXR version,category: 3rdparty,Not specified,2021-08-24 14:57:29+00:00
Unable to use static library,duplicate,Not specified,2021-08-22 17:38:08+00:00
"DNN module with OpenCL needs clarification on context, queue, and SVM support",category: ocl,Not specified,2021-08-20 14:46:17+00:00
inconsistant behavior of ocl::Kernel reuse and its parameters,category: core,Not specified,2021-08-20 13:08:15+00:00
[G-API] Draft: Wrap GComputation::compile into python,category: python bindings,Not specified,2021-08-20 09:34:43+00:00
OpenCL infrastructure fragile in multithreaded apps for default/common use cases,category: core,Not specified,2021-08-19 17:15:07+00:00
Update grfmt_jpeg2000_openjpeg.cpp,category: imgcodecs,Not specified,2021-08-18 06:15:53+00:00
net.forward() returns always the same result after some successful passes (only happens with cuda enabled dnn),bug,Not specified,2021-08-17 23:26:26+00:00
"`ocl::Kernel::set()` has inconsistent error behavior, `Kernel::args()` does no error handling",category: core,Not specified,2021-08-17 20:55:03+00:00
FileStorage and optional file signatures,Uncategorized,Not specified,2021-08-17 15:49:34+00:00
matchTemplate only produces NaNs in some cases when using CCOEFF_NORMED and masks,bug,Not specified,2021-08-16 17:43:59+00:00
a version vs cuda toolkit version,question (invalid tracker),Not specified,2021-08-13 12:56:15+00:00
Link OpenCV with Cmake FetchContent,priority: low,Not specified,2021-08-12 22:11:36+00:00
cv::countNonZero fails with UMat and non-OpenCL allocation (e.g. StdMatAllocator),bug,Not specified,2021-08-12 00:43:42+00:00
opencv.js does not contain function estimateAffinePartial2D and others,question (invalid tracker),Not specified,2021-08-11 16:39:01+00:00
JPEG2000 encoder based on OpenJPEG produces wrong results,bug,4.11.0,2021-08-09 12:05:54+00:00
[G-API] How to understand row based in GAPI fluid backend?,question (invalid tracker),Not specified,2021-08-09 10:16:21+00:00
VideoCapture FFmpeg backend color shift when reading H.264 video with BT.709 color standard,feature,Not specified,2021-08-07 12:57:23+00:00
`OpenCL error CL_INVALID_CONTEXT` when `~UMat()` and default OpenCL context has changed,bug,4.11.0,2021-08-01 19:19:11+00:00
Win32 window shouldn't unconditionally intercept keys,category: highgui-gui,Not specified,2021-07-31 07:38:49+00:00
nvcc compile flags (CUDA_NVCC_FLAGS) are ignored,category: build/install,Not specified,2021-07-26 17:58:14+00:00
Optimize cornerMinEigenVal,optimization,4.11.0,2021-07-25 07:35:53+00:00
Cholesky Decomposition,bug,Not specified,2021-07-20 15:41:08+00:00
[RFE] OpenEXR 3.x compatibility,feature,Not specified,2021-07-15 12:00:29+00:00
Proposal: Drop Output and InputOutput arguments from Python bindings interfaces for OpenCV 5.x,category: python bindings,Not specified,2021-07-15 11:07:11+00:00
Test failures  on opencv_test_gapi MulTestGPU/MathOpTest.MatricesAccuracyTest/,category: core,Not specified,2021-07-15 06:04:52+00:00
opencv.js in node - memory leak when using constructor like new cv.Mat(),bug,Not specified,2021-07-14 20:47:52+00:00
“Retina” resolution support on macOS [feature request],category: highgui-gui,Not specified,2021-07-13 19:53:47+00:00
Enhance BoW for loop closure detection,RFC,Not specified,2021-07-11 15:35:24+00:00
WIP: Nuget package with support for multiple msvc versions,GSoC,Not specified,2021-07-11 10:01:42+00:00
"Tutorial example ""Depth map from stereo images"" calculates disparity, not depth map",category: documentation,Not specified,2021-07-11 08:16:10+00:00
output name getting via getUnconnectedOutLayersNames is different from description of OpenVINO model,category: dnn,Not specified,2021-07-09 06:50:59+00:00
Cannot set 1600*1200 resolution via CAP_MSMF backend,category: videoio(camera),Not specified,2021-07-08 23:35:43+00:00
3D samples using OpenGL and GLFW (Mesh and point cloud visualization),GSoC,Not specified,2021-07-07 13:59:43+00:00
OpenCV 5.0: winpack is broken (2021-06-10),bug,5.0,2021-07-03 11:06:28+00:00
Cmake Could NOT find CUDNN,question (invalid tracker),Not specified,2021-06-28 05:37:43+00:00
cv2 import error ( ImportError: /usr/lib/python2.7/dist-packages/cv2/python-2.7/cv2.so: undefined symbol: _ZTVN2cv6detail17BlocksCompensatorE),wontfix,Not specified,2021-06-26 23:12:55+00:00
Lens distortion model confusion in the docs,category: documentation,Not specified,2021-06-24 11:27:59+00:00
DVI2USB VideoCapture() fails under Python 3,category: videoio(camera),Not specified,2021-06-22 08:54:50+00:00
Use message_lite.h instead of message.h with protobuf in DNN module,feature,Not specified,2021-06-16 14:44:17+00:00
Error including opencv headers after upgrading to g++-11,category: build/install,4.11.0,2021-06-14 21:05:27+00:00
3d module: move out undistort functionality,bug,5.0,2021-06-13 10:52:04+00:00
readNetFromONNX - (-215:Assertion failed) inputs.size() == 1 in function 'getMemoryShapes',category: dnn,Not specified,2021-06-10 19:59:02+00:00
How to get layer attribute in DNN Module in Python ,priority: low,Not specified,2021-06-10 09:19:41+00:00
Use input rotation and translation in camera  calibration,test,4.11.0,2021-06-06 05:16:00+00:00
Object Detection Support in Point Cloud,RFC,5.0,2021-06-04 08:45:04+00:00
MacOS: OpenCL error CL_INVALID_VALUE in findChessboardCornersSB,bug,4.11.0,2021-06-02 14:08:58+00:00
find_package(OpenCV) 2 times,category: build/install,5.0,2021-06-02 09:59:28+00:00
"Decoding, Hardware Acceleration on Mac",question (invalid tracker),Not specified,2021-06-01 22:49:49+00:00
Python pointPolygonTest broken for NumPy data types in 4.5.2,feature,Not specified,2021-05-31 09:25:04+00:00
"DISOpticalFlow crashing with unknown exception for a particular choice of image pair, flow direction and params",bug,4.11.0,2021-05-31 09:09:21+00:00
JPEG XL format support in OpenCV,feature,Not specified,2021-05-29 16:34:42+00:00
Maybe an overflow bug in cascadedetect.cpp,question (invalid tracker),Not specified,2021-05-26 11:27:22+00:00
"cant run converted keras model in dnn model, get error 'allocateLayers' or 'cv::dnn::dnn4_v20210301::`anonymous-namespace'::addConstNodes'",category: dnn,Not specified,2021-05-25 11:38:23+00:00
opencvJS doesn't support boxPoints API. I hope it does,category: javascript (js),Not specified,2021-05-21 05:55:42+00:00
